%SeriesCode,Period,Value
DPCERC,2000M03,"6,686,521"
DPCERC,2000M04,"6,679,067"
DPCERC,2000M05,"6,709,732"
DPCERC,2000M06,"6,746,933"
DPCERC,2000M07,"6,768,501"
DPCERC,2000M08,"6,802,846"
DPCERC,2000M09,"6,888,604"
DPCERC,2000M10,"6,893,798"
DPCERC,2000M11,"6,909,824"
DPCERC,2000M12,"6,952,196"
DPCERC,2001M01,"6,987,401"
DPCERC,2001M02,"7,001,834"
DPCERC,2001M03,"6,996,658"
DPCERC,2001M04,"7,004,240"
DPCERC,2001M05,"7,052,781"
DPCERC,2001M06,"7,069,728"
DPCERC,2001M07,"7,082,297"
DPCERC,2001M08,"7,121,688"
DPCERC,2001M09,"7,007,024"
DPCERC,2001M10,"7,212,903"
DPCERC,2001M11,"7,182,323"
DPCERC,2001M12,"7,166,733"
DPCERC,2002M01,"7,184,624"
DPCERC,2002M02,"7,225,161"
DPCERC,2002M03,"7,243,358"
DPCERC,2002M04,"7,312,466"
DPCERC,2002M05,"7,288,903"
DPCERC,2002M06,"7,322,496"
DPCERC,2002M07,"7,387,293"
DPCERC,2002M08,"7,412,576"
DPCERC,2002M09,"7,391,538"
DPCERC,2002M10,"7,435,169"
DPCERC,2002M11,"7,463,805"
DPCERC,2002M12,"7,519,901"
DPCERC,2003M01,"7,541,283"
DPCERC,2003M02,"7,548,649"
DPCERC,2003M03,"7,611,549"
DPCERC,2003M04,"7,634,487"
DPCERC,2003M05,"7,650,333"
DPCERC,2003M06,"7,699,554"
DPCERC,2003M07,"7,757,004"
DPCERC,2003M08,"7,852,102"
DPCERC,2003M09,"7,853,674"
DPCERC,2003M10,"7,867,359"
DPCERC,2003M11,"7,922,591"
DPCERC,2003M12,"7,950,409"
DPCERC,2004M01,"8,007,115"
DPCERC,2004M02,"8,040,409"
DPCERC,2004M03,"8,098,806"
DPCERC,2004M04,"8,107,245"
DPCERC,2004M05,"8,176,470"
DPCERC,2004M06,"8,157,607"
DPCERC,2004M07,"8,236,938"
DPCERC,2004M08,"8,271,607"
DPCERC,2004M09,"8,341,461"
DPCERC,2004M10,"8,397,056"
DPCERC,2004M11,"8,444,456"
DPCERC,2004M12,"8,504,351"
DPCERC,2005M01,"8,497,691"
DPCERC,2005M02,"8,559,081"
DPCERC,2005M03,"8,598,432"
DPCERC,2005M04,"8,678,413"
DPCERC,2005M05,"8,671,645"
DPCERC,2005M06,"8,753,379"
DPCERC,2005M07,"8,853,777"
DPCERC,2005M08,"8,850,108"
DPCERC,2005M09,"8,900,382"
DPCERC,2005M10,"8,938,497"
DPCERC,2005M11,"8,946,242"
DPCERC,2005M12,"8,981,147"
DPCERC,2006M01,"9,071,617"
DPCERC,2006M02,"9,095,989"
DPCERC,2006M03,"9,132,854"
DPCERC,2006M04,"9,191,586"
DPCERC,2006M05,"9,231,759"
DPCERC,2006M06,"9,259,602"
DPCERC,2006M07,"9,343,801"
DPCERC,2006M08,"9,342,154"
DPCERC,2006M09,"9,375,362"
DPCERC,2006M10,"9,393,623"
DPCERC,2006M11,"9,400,206"
DPCERC,2006M12,"9,488,275"
DPCERC,2007M01,"9,538,721"
DPCERC,2007M02,"9,565,960"
DPCERC,2007M03,"9,611,732"
DPCERC,2007M04,"9,643,571"
DPCERC,2007M05,"9,685,806"
DPCERC,2007M06,"9,706,762"
DPCERC,2007M07,"9,751,141"
DPCERC,2007M08,"9,798,937"
DPCERC,2007M09,"9,845,072"
DPCERC,2007M10,"9,882,702"
DPCERC,2007M11,"9,955,924"
DPCERC,2007M12,"9,972,793"
DPCERC,2008M01,"9,996,400"
DPCERC,2008M02,"9,981,672"
DPCERC,2008M03,"10,035,263"
DPCERC,2008M04,"10,070,270"
DPCERC,2008M05,"10,132,271"
DPCERC,2008M06,"10,187,065"
DPCERC,2008M07,"10,185,092"
DPCERC,2008M08,"10,175,729"
DPCERC,2008M09,"10,116,413"
DPCERC,2008M10,"10,034,123"
DPCERC,2008M11,"9,885,231"
DPCERC,2008M12,"9,801,472"
DPCERC,2009M01,"9,847,249"
DPCERC,2009M02,"9,824,478"
DPCERC,2009M03,"9,773,181"
DPCERC,2009M04,"9,772,523"
DPCERC,2009M05,"9,791,553"
DPCERC,2009M06,"9,852,431"
DPCERC,2009M07,"9,886,264"
DPCERC,2009M08,"10,004,129"
DPCERC,2009M09,"9,927,825"
DPCERC,2009M10,"9,976,733"
DPCERC,2009M11,"9,985,676"
DPCERC,2009M12,"10,052,579"
DPCERC,2010M01,"10,056,058"
DPCERC,2010M02,"10,093,426"
DPCERC,2010M03,"10,155,982"
DPCERC,2010M04,"10,182,287"
DPCERC,2010M05,"10,210,816"
DPCERC,2010M06,"10,231,332"
DPCERC,2010M07,"10,268,126"
DPCERC,2010M08,"10,307,070"
DPCERC,2010M09,"10,327,066"
DPCERC,2010M10,"10,386,366"
DPCERC,2010M11,"10,433,573"
DPCERC,2010M12,"10,470,972"
DPCERC,2011M01,"10,514,256"
DPCERC,2011M02,"10,540,610"
DPCERC,2011M03,"10,619,719"
DPCERC,2011M04,"10,652,081"
DPCERC,2011M05,"10,672,199"
DPCERC,2011M06,"10,694,775"
DPCERC,2011M07,"10,731,621"
DPCERC,2011M08,"10,750,276"
DPCERC,2011M09,"10,783,189"
DPCERC,2011M10,"10,802,881"
DPCERC,2011M11,"10,806,828"
DPCERC,2011M12,"10,817,849"
DPCERC,2012M01,"10,896,780"
DPCERC,2012M02,"10,987,216"
DPCERC,2012M03,"10,993,908"
DPCERC,2012M04,"11,018,538"
DPCERC,2012M05,"11,006,796"
DPCERC,2012M06,"10,989,830"
DPCERC,2012M07,"11,016,846"
DPCERC,2012M08,"11,056,012"
DPCERC,2012M09,"11,105,323"
DPCERC,2012M10,"11,137,427"
DPCERC,2012M11,"11,178,433"
DPCERC,2012M12,"11,181,248"
DPCERC,2013M01,"11,252,374"
DPCERC,2013M02,"11,290,497"
DPCERC,2013M03,"11,290,121"
DPCERC,2013M04,"11,281,071"
DPCERC,2013M05,"11,321,560"
DPCERC,2013M06,"11,344,413"
DPCERC,2013M07,"11,372,550"
DPCERC,2013M08,"11,406,597"
DPCERC,2013M09,"11,445,929"
DPCERC,2013M10,"11,498,041"
DPCERC,2013M11,"11,562,480"
DPCERC,2013M12,"11,593,168"
DPCERC,2014M01,"11,578,798"
DPCERC,2014M02,"11,636,889"
DPCERC,2014M03,"11,722,315"
DPCERC,2014M04,"11,762,305"
DPCERC,2014M05,"11,807,312"
DPCERC,2014M06,"11,861,735"
DPCERC,2014M07,"11,904,353"
DPCERC,2014M08,"11,983,661"
DPCERC,2014M09,"11,991,354"
DPCERC,2014M10,"12,064,692"
DPCERC,2014M11,"12,083,888"
DPCERC,2014M12,"12,096,102"
DPCERC,2015M01,"12,066,664"
DPCERC,2015M02,"12,116,561"
DPCERC,2015M03,"12,176,065"
DPCERC,2015M04,"12,209,081"
DPCERC,2015M05,"12,275,406"
DPCERC,2015M06,"12,307,934"
DPCERC,2015M07,"12,364,885"
DPCERC,2015M08,"12,396,189"
DPCERC,2015M09,"12,386,409"
DPCERC,2015M10,"12,394,909"
DPCERC,2015M11,"12,423,153"
DPCERC,2015M12,"12,451,998"
DPCERC,2016M01,"12,477,959"
DPCERC,2016M02,"12,554,520"
DPCERC,2016M03,"12,536,989"
DPCERC,2016M04,"12,611,453"
DPCERC,2016M05,"12,652,685"
DPCERC,2016M06,"12,731,235"
DPCERC,2016M07,"12,756,654"
DPCERC,2016M08,"12,788,079"
DPCERC,2016M09,"12,846,646"
DPCERC,2016M10,"12,867,030"
DPCERC,2016M11,"12,893,010"
DPCERC,2016M12,"13,005,926"
DPCERC,2017M01,"13,063,650"
DPCERC,2017M02,"13,088,383"
DPCERC,2017M03,"13,139,886"
DPCERC,2017M04,"13,169,177"
DPCERC,2017M05,"13,171,862"
DPCERC,2017M06,"13,225,151"
DPCERC,2017M07,"13,263,299"
DPCERC,2017M08,"13,294,640"
DPCERC,2017M09,"13,417,255"
DPCERC,2017M10,"13,447,486"
DPCERC,2017M11,"13,540,626"
DPCERC,2017M12,"13,666,091"
DPCERC,2018M01,"13,703,270"
DPCERC,2018M02,"13,738,737"
DPCERC,2018M03,"13,793,215"
DPCERC,2018M04,"13,838,421"
DPCERC,2018M05,"13,905,023"
DPCERC,2018M06,"13,930,438"
DPCERC,2018M07,"13,974,828"
DPCERC,2018M08,"14,013,992"
DPCERC,2018M09,"14,017,778"
DPCERC,2018M10,"14,083,061"
DPCERC,2018M11,"14,162,941"
DPCERC,2018M12,"14,051,596"
DPCERC,2019M01,"14,084,585"
DPCERC,2019M02,"14,117,418"
DPCERC,2019M03,"14,248,569"
DPCERC,2019M04,"14,289,984"
DPCERC,2019M05,"14,353,322"
DPCERC,2019M06,"14,408,679"
DPCERC,2019M07,"14,495,969"
DPCERC,2019M08,"14,558,244"
DPCERC,2019M09,"14,590,632"
DPCERC,2019M10,"14,617,397"
DPCERC,2019M11,"14,710,955"
DPCERC,2019M12,"14,774,762"
DPCERC,2020M01,"14,868,334"
DPCERC,2020M02,"14,828,146"
DPCERC,2020M03,"13,812,814"
DPCERC,2020M04,"12,249,167"
DPCERC,2020M05,"13,281,510"
DPCERC,2020M06,"14,049,214"
DPCERC,2020M07,"14,307,240"
DPCERC,2020M08,"14,462,235"
DPCERC,2020M09,"14,668,142"
DPCERC,2020M10,"14,725,760"
DPCERC,2020M11,"14,701,645"
DPCERC,2020M12,"14,822,032"
DPCERC,2021M01,"15,073,011"
DPCERC,2021M02,"14,983,501"
DPCERC,2021M03,"15,709,722"
DPCERC,2021M04,"15,917,545"
DPCERC,2021M05,"15,973,499"
DPCERC,2021M06,"16,191,662"
DPCERC,2021M07,"16,239,708"
DPCERC,2021M08,"16,412,912"
DPCERC,2021M09,"16,489,569"
DPCERC,2021M10,"16,704,232"
DPCERC,2021M11,"16,849,832"
DPCERC,2021M12,"16,890,989"
DPCERC,2022M01,"16,993,756"
DPCERC,2022M02,"17,106,023"
DPCERC,2022M03,"17,347,210"
DPCERC,2022M04,"17,490,045"
DPCERC,2022M05,"17,574,491"
DPCERC,2022M06,"17,755,188"
DPCERC,2022M07,"17,770,089"
DPCERC,2022M08,"17,916,450"
DPCERC,2022M09,"17,992,828"
DPCERC,2022M10,"18,109,562"
DPCERC,2022M11,"18,108,024"
DPCERC,2022M12,"18,116,497"
DPCERC,2023M01,"18,449,085"
DPCERC,2023M02,"18,491,570"
DPCERC,2023M03,"18,520,420"
DPCERC,2023M04,"18,641,787"
DPCERC,2023M05,"18,664,600"
DPCERC,2023M06,"18,772,996"
DPCERC,2023M07,"18,884,215"
DPCERC,2023M08,"18,953,262"
DPCERC,2023M09,"19,048,067"
DPCERC,2023M10,"19,109,352"
DPCERC,2023M11,"19,178,922"
DPCERC,2023M12,"19,283,525"
DPCERC,2024M01,"19,303,276"
DPCERC,2024M02,"19,446,475"
DPCERC,2024M03,"19,581,752"
DPCERC,2024M04,"19,665,702"
DPCERC,2024M05,"19,758,028"
DPCERC,2024M06,"19,844,548"
DPCERC,2024M07,"19,949,519"
DPCERC,2024M08,"20,001,295"
DPCERC,2024M09,"20,147,639"
DPCERC,2024M10,"20,226,006"
DPCERC,2024M11,"20,313,595"
DPCERC,2024M12,"20,514,276"
DPCERC,2025M01,"20,462,229"
DPCERC,2025M02,"20,519,769"
DPCERC,2025M03,"20,682,955"
DPCERC,2025M04,"20,746,410"
DPCERC,2025M05,"20,755,004"
DPCERC,2025M06,"20,868,365"
DPCERC,2025M07,"21,007,264"
DPCERC,2025M08,"21,123,787"
DPCERC,2025M09,"21,202,446"
DPCERC,2025M10,"21,288,128"
DPCERC,2025M11,"21,355,995"
DPCERC,2025M12,"21,445,932"
DPCERC,2026M01,"21,478,720"
DPCERC,2026M02,"21,611,393"
DPCERC,2026M03,"21,814,730"
DPCERC,2026M04,"21,949,451"
DPCERC,2026M05,"22,136,771"
DPCERC,2026M06,"22,214,157"
DPCERC,2026M07,"22,250,420"
DRCARC,1959M01,"5,566"
DRCARC,1959M02,"5,638"
DRCARC,1959M03,"5,723"
DRCARC,1959M04,"5,797"
DRCARC,1959M05,"5,879"
DRCARC,1959M06,"5,947"
DRCARC,1959M07,"5,968"
DRCARC,1959M08,"6,010"
DRCARC,1959M09,"6,050"
DRCARC,1959M10,"6,105"
DRCARC,1959M11,"6,157"
DRCARC,1959M12,"6,210"
DRCARC,1960M01,"6,285"
DRCARC,1960M02,"6,351"
DRCARC,1960M03,"6,389"
DRCARC,1960M04,"6,419"
DRCARC,1960M05,"6,458"
DRCARC,1960M06,"6,453"
DRCARC,1960M07,"6,497"
DRCARC,1960M08,"6,518"
DRCARC,1960M09,"6,546"
DRCARC,1960M10,"6,584"
DRCARC,1960M11,"6,610"
DRCARC,1960M12,"6,651"
DRCARC,1961M01,"6,707"
DRCARC,1961M02,"6,746"
DRCARC,1961M03,"6,777"
DRCARC,1961M04,"6,821"
DRCARC,1961M05,"6,850"
DRCARC,1961M06,"6,892"
DRCARC,1961M07,"6,927"
DRCARC,1961M08,"6,962"
DRCARC,1961M09,"7,051"
DRCARC,1961M10,"7,143"
DRCARC,1961M11,"7,228"
DRCARC,1961M12,"7,233"
DRCARC,1962M01,"7,217"
DRCARC,1962M02,"7,207"
DRCARC,1962M03,"7,319"
DRCARC,1962M04,"7,476"
DRCARC,1962M05,"7,621"
DRCARC,1962M06,"7,571"
DRCARC,1962M07,"7,470"
DRCARC,1962M08,"7,385"
DRCARC,1962M09,"7,430"
DRCARC,1962M10,"7,514"
DRCARC,1962M11,"7,589"
DRCARC,1962M12,"7,658"
DRCARC,1963M01,"7,685"
DRCARC,1963M02,"7,719"
DRCARC,1963M03,"7,721"
DRCARC,1963M04,"7,718"
DRCARC,1963M05,"7,728"
DRCARC,1963M06,"7,909"
DRCARC,1963M07,"8,119"
DRCARC,1963M08,"8,327"
DRCARC,1963M09,"8,213"
DRCARC,1963M10,"8,035"
DRCARC,1963M11,"7,913"
DRCARC,1963M12,"8,024"
DRCARC,1964M01,"8,216"
DRCARC,1964M02,"8,418"
DRCARC,1964M03,"8,427"
DRCARC,1964M04,"8,344"
DRCARC,1964M05,"8,293"
DRCARC,1964M06,"8,307"
DRCARC,1964M07,"8,365"
DRCARC,1964M08,"8,441"
DRCARC,1964M09,"8,571"
DRCARC,1964M10,"8,698"
DRCARC,1964M11,"8,819"
DRCARC,1964M12,"8,849"
DRCARC,1965M01,"8,859"
DRCARC,1965M02,"8,869"
DRCARC,1965M03,"8,875"
DRCARC,1965M04,"8,895"
DRCARC,1965M05,"8,899"
DRCARC,1965M06,"8,914"
DRCARC,1965M07,"8,936"
DRCARC,1965M08,"8,952"
DRCARC,1965M09,"9,017"
DRCARC,1965M10,"9,098"
DRCARC,1965M11,"9,171"
DRCARC,1965M12,"9,221"
DRCARC,1966M01,"9,228"
DRCARC,1966M02,"9,265"
DRCARC,1966M03,"9,371"
DRCARC,1966M04,"9,508"
DRCARC,1966M05,"9,646"
DRCARC,1966M06,"9,731"
DRCARC,1966M07,"9,785"
DRCARC,1966M08,"9,860"
DRCARC,1966M09,"9,998"
DRCARC,1966M10,"10,152"
DRCARC,1966M11,"10,307"
DRCARC,1966M12,"10,356"
DRCARC,1967M01,"10,420"
DRCARC,1967M02,"10,457"
DRCARC,1967M03,"10,373"
DRCARC,1967M04,"10,251"
DRCARC,1967M05,"10,164"
DRCARC,1967M06,"10,370"
DRCARC,1967M07,"10,690"
DRCARC,1967M08,"10,976"
DRCARC,1967M09,"10,770"
DRCARC,1967M10,"10,431"
DRCARC,1967M11,"10,161"
DRCARC,1967M12,"10,350"
DRCARC,1968M01,"10,875"
DRCARC,1968M02,"11,160"
DRCARC,1968M03,"11,222"
DRCARC,1968M04,"11,334"
DRCARC,1968M05,"11,450"
DRCARC,1968M06,"11,963"
DRCARC,1968M07,"11,631"
DRCARC,1968M08,"11,784"
DRCARC,1968M09,"12,211"
DRCARC,1968M10,"12,076"
DRCARC,1968M11,"12,295"
DRCARC,1968M12,"12,431"
DRCARC,1969M01,"12,340"
DRCARC,1969M02,"12,588"
DRCARC,1969M03,"12,798"
DRCARC,1969M04,"12,859"
DRCARC,1969M05,"13,057"
DRCARC,1969M06,"12,934"
DRCARC,1969M07,"12,862"
DRCARC,1969M08,"12,894"
DRCARC,1969M09,"13,088"
DRCARC,1969M10,"13,209"
DRCARC,1969M11,"13,214"
DRCARC,1969M12,"13,257"
DRCARC,1970M01,"13,489"
DRCARC,1970M02,"13,996"
DRCARC,1970M03,"13,544"
DRCARC,1970M04,"13,842"
DRCARC,1970M05,"13,818"
DRCARC,1970M06,"13,930"
DRCARC,1970M07,"14,027"
DRCARC,1970M08,"14,128"
DRCARC,1970M09,"14,213"
DRCARC,1970M10,"14,241"
DRCARC,1970M11,"14,277"
DRCARC,1970M12,"14,518"
DRCARC,1971M01,"14,666"
DRCARC,1971M02,"14,576"
DRCARC,1971M03,"14,556"
DRCARC,1971M04,"14,841"
DRCARC,1971M05,"14,907"
DRCARC,1971M06,"15,036"
DRCARC,1971M07,"15,107"
DRCARC,1971M08,"15,139"
DRCARC,1971M09,"15,325"
DRCARC,1971M10,"15,741"
DRCARC,1971M11,"15,668"
DRCARC,1971M12,"15,851"
DRCARC,1972M01,"15,816"
DRCARC,1972M02,"15,728"
DRCARC,1972M03,"16,028"
DRCARC,1972M04,"16,066"
DRCARC,1972M05,"16,146"
DRCARC,1972M06,"16,119"
DRCARC,1972M07,"16,293"
DRCARC,1972M08,"16,473"
DRCARC,1972M09,"16,583"
DRCARC,1972M10,"16,782"
DRCARC,1972M11,"16,868"
DRCARC,1972M12,"17,049"
DRCARC,1973M01,"17,306"
DRCARC,1973M02,"17,727"
DRCARC,1973M03,"17,744"
DRCARC,1973M04,"17,774"
DRCARC,1973M05,"18,016"
DRCARC,1973M06,"18,825"
DRCARC,1973M07,"18,295"
DRCARC,1973M08,"18,401"
DRCARC,1973M09,"18,808"
DRCARC,1973M10,"18,837"
DRCARC,1973M11,"19,152"
DRCARC,1973M12,"19,292"
DRCARC,1974M01,"19,424"
DRCARC,1974M02,"19,520"
DRCARC,1974M03,"19,823"
DRCARC,1974M04,"20,086"
DRCARC,1974M05,"20,518"
DRCARC,1974M06,"20,644"
DRCARC,1974M07,"21,241"
DRCARC,1974M08,"21,398"
DRCARC,1974M09,"21,477"
DRCARC,1974M10,"21,922"
DRCARC,1974M11,"22,232"
DRCARC,1974M12,"23,089"
DRCARC,1975M01,"23,081"
DRCARC,1975M02,"23,065"
DRCARC,1975M03,"23,023"
DRCARC,1975M04,"22,877"
DRCARC,1975M05,"23,158"
DRCARC,1975M06,"23,441"
DRCARC,1975M07,"23,598"
DRCARC,1975M08,"23,811"
DRCARC,1975M09,"23,993"
DRCARC,1975M10,"24,480"
DRCARC,1975M11,"24,633"
DRCARC,1975M12,"24,672"
DRCARC,1976M01,"25,090"
DRCARC,1976M02,"25,104"
DRCARC,1976M03,"25,326"
DRCARC,1976M04,"25,641"
DRCARC,1976M05,"25,878"
DRCARC,1976M06,"26,160"
DRCARC,1976M07,"26,386"
DRCARC,1976M08,"27,141"
DRCARC,1976M09,"27,767"
DRCARC,1976M10,"27,518"
DRCARC,1976M11,"27,762"
DRCARC,1976M12,"28,650"
DRCARC,1977M01,"28,325"
DRCARC,1977M02,"28,015"
DRCARC,1977M03,"28,191"
DRCARC,1977M04,"28,355"
DRCARC,1977M05,"29,436"
DRCARC,1977M06,"29,275"
DRCARC,1977M07,"29,683"
DRCARC,1977M08,"29,973"
DRCARC,1977M09,"30,414"
DRCARC,1977M10,"30,720"
DRCARC,1977M11,"31,074"
DRCARC,1977M12,"31,286"
DRCARC,1978M01,"31,329"
DRCARC,1978M02,"31,689"
DRCARC,1978M03,"31,974"
DRCARC,1978M04,"31,927"
DRCARC,1978M05,"32,232"
DRCARC,1978M06,"32,677"
DRCARC,1978M07,"33,300"
DRCARC,1978M08,"33,249"
DRCARC,1978M09,"33,595"
DRCARC,1978M10,"33,758"
DRCARC,1978M11,"33,987"
DRCARC,1978M12,"34,487"
DRCARC,1979M01,"35,020"
DRCARC,1979M02,"35,099"
DRCARC,1979M03,"35,669"
DRCARC,1979M04,"36,135"
DRCARC,1979M05,"36,342"
DRCARC,1979M06,"36,555"
DRCARC,1979M07,"37,003"
DRCARC,1979M08,"37,337"
DRCARC,1979M09,"37,503"
DRCARC,1979M10,"38,017"
DRCARC,1979M11,"38,082"
DRCARC,1979M12,"37,938"
DRCARC,1980M01,"38,642"
DRCARC,1980M02,"39,045"
DRCARC,1980M03,"39,510"
DRCARC,1980M04,"39,590"
DRCARC,1980M05,"39,899"
DRCARC,1980M06,"40,209"
DRCARC,1980M07,"40,632"
DRCARC,1980M08,"41,226"
DRCARC,1980M09,"41,906"
DRCARC,1980M10,"42,455"
DRCARC,1980M11,"42,991"
DRCARC,1980M12,"43,940"
DRCARC,1981M01,"44,625"
DRCARC,1981M02,"44,698"
DRCARC,1981M03,"44,724"
DRCARC,1981M04,"45,523"
DRCARC,1981M05,"46,366"
DRCARC,1981M06,"47,755"
DRCARC,1981M07,"48,145"
DRCARC,1981M08,"48,096"
DRCARC,1981M09,"48,356"
DRCARC,1981M10,"48,666"
DRCARC,1981M11,"49,282"
DRCARC,1981M12,"49,276"
DRCARC,1982M01,"49,924"
DRCARC,1982M02,"50,755"
DRCARC,1982M03,"51,350"
DRCARC,1982M04,"51,064"
DRCARC,1982M05,"51,531"
DRCARC,1982M06,"52,368"
DRCARC,1982M07,"52,666"
DRCARC,1982M08,"53,373"
DRCARC,1982M09,"53,385"
DRCARC,1982M10,"54,127"
DRCARC,1982M11,"54,392"
DRCARC,1982M12,"54,759"
DRCARC,1983M01,"56,537"
DRCARC,1983M02,"55,773"
DRCARC,1983M03,"56,817"
DRCARC,1983M04,"57,844"
DRCARC,1983M05,"59,114"
DRCARC,1983M06,"59,486"
DRCARC,1983M07,"59,886"
DRCARC,1983M08,"60,134"
DRCARC,1983M09,"60,978"
DRCARC,1983M10,"61,883"
DRCARC,1983M11,"62,255"
DRCARC,1983M12,"62,444"
DRCARC,1984M01,"63,289"
DRCARC,1984M02,"63,580"
DRCARC,1984M03,"64,053"
DRCARC,1984M04,"64,572"
DRCARC,1984M05,"65,171"
DRCARC,1984M06,"65,601"
DRCARC,1984M07,"66,159"
DRCARC,1984M08,"67,174"
DRCARC,1984M09,"67,569"
DRCARC,1984M10,"67,825"
DRCARC,1984M11,"68,771"
DRCARC,1984M12,"69,640"
DRCARC,1985M01,"69,781"
DRCARC,1985M02,"71,038"
DRCARC,1985M03,"72,143"
DRCARC,1985M04,"72,675"
DRCARC,1985M05,"73,124"
DRCARC,1985M06,"73,640"
DRCARC,1985M07,"74,555"
DRCARC,1985M08,"75,116"
DRCARC,1985M09,"74,695"
DRCARC,1985M10,"76,349"
DRCARC,1985M11,"76,612"
DRCARC,1985M12,"77,765"
DRCARC,1986M01,"78,563"
DRCARC,1986M02,"78,198"
DRCARC,1986M03,"78,540"
DRCARC,1986M04,"78,350"
DRCARC,1986M05,"79,537"
DRCARC,1986M06,"79,909"
DRCARC,1986M07,"80,247"
DRCARC,1986M08,"80,772"
DRCARC,1986M09,"80,918"
DRCARC,1986M10,"82,668"
DRCARC,1986M11,"83,116"
DRCARC,1986M12,"83,621"
DRCARC,1987M01,"83,738"
DRCARC,1987M02,"85,225"
DRCARC,1987M03,"84,770"
DRCARC,1987M04,"85,782"
DRCARC,1987M05,"86,218"
DRCARC,1987M06,"86,378"
DRCARC,1987M07,"86,892"
DRCARC,1987M08,"88,062"
DRCARC,1987M09,"88,926"
DRCARC,1987M10,"90,240"
DRCARC,1987M11,"90,308"
DRCARC,1987M12,"90,782"
DRCARC,1988M01,"92,816"
DRCARC,1988M02,"93,789"
DRCARC,1988M03,"94,828"
DRCARC,1988M04,"96,263"
DRCARC,1988M05,"97,724"
DRCARC,1988M06,"98,871"
DRCARC,1988M07,"99,751"
DRCARC,1988M08,"100,892"
DRCARC,1988M09,"102,181"
DRCARC,1988M10,"103,572"
DRCARC,1988M11,"104,683"
DRCARC,1988M12,"105,435"
DRCARC,1989M01,"108,050"
DRCARC,1989M02,"107,430"
DRCARC,1989M03,"107,852"
DRCARC,1989M04,"108,327"
DRCARC,1989M05,"109,770"
DRCARC,1989M06,"111,104"
DRCARC,1989M07,"111,799"
DRCARC,1989M08,"111,563"
DRCARC,1989M09,"112,720"
DRCARC,1989M10,"112,851"
DRCARC,1989M11,"112,529"
DRCARC,1989M12,"113,990"
DRCARC,1990M01,"115,466"
DRCARC,1990M02,"117,019"
DRCARC,1990M03,"119,161"
DRCARC,1990M04,"120,225"
DRCARC,1990M05,"120,550"
DRCARC,1990M06,"121,880"
DRCARC,1990M07,"122,478"
DRCARC,1990M08,"123,869"
DRCARC,1990M09,"124,040"
DRCARC,1990M10,"124,520"
DRCARC,1990M11,"125,985"
DRCARC,1990M12,"126,013"
DRCARC,1991M01,"123,204"
DRCARC,1991M02,"125,531"
DRCARC,1991M03,"125,830"
DRCARC,1991M04,"124,937"
DRCARC,1991M05,"125,966"
DRCARC,1991M06,"127,085"
DRCARC,1991M07,"127,735"
DRCARC,1991M08,"127,058"
DRCARC,1991M09,"128,327"
DRCARC,1991M10,"128,810"
DRCARC,1991M11,"129,676"
DRCARC,1991M12,"132,023"
DRCARC,1992M01,"133,807"
DRCARC,1992M02,"134,996"
DRCARC,1992M03,"136,412"
DRCARC,1992M04,"137,024"
DRCARC,1992M05,"138,989"
DRCARC,1992M06,"139,022"
DRCARC,1992M07,"140,151"
DRCARC,1992M08,"140,956"
DRCARC,1992M09,"142,046"
DRCARC,1992M10,"143,482"
DRCARC,1992M11,"144,994"
DRCARC,1992M12,"145,723"
DRCARC,1993M01,"147,247"
DRCARC,1993M02,"147,711"
DRCARC,1993M03,"148,729"
DRCARC,1993M04,"151,375"
DRCARC,1993M05,"150,640"
DRCARC,1993M06,"152,531"
DRCARC,1993M07,"154,937"
DRCARC,1993M08,"156,388"
DRCARC,1993M09,"157,047"
DRCARC,1993M10,"157,989"
DRCARC,1993M11,"157,333"
DRCARC,1993M12,"158,577"
DRCARC,1994M01,"159,500"
DRCARC,1994M02,"160,563"
DRCARC,1994M03,"161,622"
DRCARC,1994M04,"161,949"
DRCARC,1994M05,"162,708"
DRCARC,1994M06,"164,680"
DRCARC,1994M07,"166,944"
DRCARC,1994M08,"166,286"
DRCARC,1994M09,"166,023"
DRCARC,1994M10,"166,846"
DRCARC,1994M11,"169,005"
DRCARC,1994M12,"169,791"
DRCARC,1995M01,"171,560"
DRCARC,1995M02,"173,236"
DRCARC,1995M03,"176,260"
DRCARC,1995M04,"176,590"
DRCARC,1995M05,"180,438"
DRCARC,1995M06,"181,758"
DRCARC,1995M07,"181,241"
DRCARC,1995M08,"183,912"
DRCARC,1995M09,"184,729"
DRCARC,1995M10,"186,003"
DRCARC,1995M11,"188,600"
DRCARC,1995M12,"188,775"
DRCARC,1996M01,"187,848"
DRCARC,1996M02,"189,602"
DRCARC,1996M03,"191,968"
DRCARC,1996M04,"191,878"
DRCARC,1996M05,"193,149"
DRCARC,1996M06,"195,819"
DRCARC,1996M07,"200,075"
DRCARC,1996M08,"197,100"
DRCARC,1996M09,"197,876"
DRCARC,1996M10,"199,468"
DRCARC,1996M11,"200,060"
DRCARC,1996M12,"202,153"
DRCARC,1997M01,"202,041"
DRCARC,1997M02,"205,439"
DRCARC,1997M03,"204,992"
DRCARC,1997M04,"206,589"
DRCARC,1997M05,"208,002"
DRCARC,1997M06,"207,390"
DRCARC,1997M07,"208,754"
DRCARC,1997M08,"210,064"
DRCARC,1997M09,"209,696"
DRCARC,1997M10,"212,088"
DRCARC,1997M11,"211,491"
DRCARC,1997M12,"213,259"
